আমি	71056
না	64348
তুমি	39885
আমার	38755
কি	31607
এটা	27311
আর	26037
তোমার	24259
আছে	22100
এই	19698
সে	19625
আমরা	19174
করে	17207
হবে	16271
জন্য	16151
আমাদের	15779
করতে	15385
একটা	15212
আমাকে	14508
ঠিক	14354
তো	13968
আপনি	13860
যে	13276
তার	12905
থেকে	12569
কিছু	12389
সাথে	12210
কিন্তু	12165
এখানে	10752
এখন	10654
কথা	10651
তোমাকে	10636
মনে	10386
কোন	10381
কী	9075
যদি	8736
হয়	8400
এবং	8336
নিয়ে	8324
আপনার	8161
হয়ে	7830
ছিল	7821
নেই	7787
তারা	7779
তাকে	7710
তাহলে	7604
অনেক	7526
কেন	7411
করো	6986
করা	6969
হ্যাঁ	6873
সব	6732
তাই	6683
এর	6677
এক	6393
কে	6278
ও	6239
হচ্ছে	6177
যাও	6150
কাজ	6113
হয়েছে	6041
কাছে	5872
শুধু	5789
স্যার	5717
ভালো	5551
তাদের	5547
দাও	5541
যা	5366
একটি	5331
যেতে	5209
জানি	5183
ভাল	5182
একজন	5168
দিয়ে	5153
কোথায়	4928
খুব	4923
যাবে	4832
করবে	4774
চাই	4657
পারে	4625
শেষ	4617
বাবা	4552
করার	4521
ধন্যবাদ	4474
কেউ	4460
যখন	4445
সময়	4412
বলতে	4393
করি	4359
তুই	4313
গেছে	4262
ওকে	4160
মত	4150
হতে	4135
সেটা	4125
চলে	4107
ওহ	4061
নয়	4045
একটু	3940
হ্যা	3915
পারি	3854
সবাই	3769
দেখতে	3747
আগে	3746
দেখা	3710
করছি	3667
বের	3598
কর	3584
বলে	3554
ঐ	3497
তিনি	3427
আবার	3412
দিতে	3377
নাম	3362
নাকি	3362
এ	3361
যায়	3332
ওর	3305
পারবে	3301
কিভাবে	3282
মা	3282
তোমরা	3252
মধ্যে	3152
ফিরে	3106
তা	3088
আচ্ছা	2998
সাহায্য	2995
দরকার	2984
আপনাকে	2974
চলো	2958
মানুষ	2957
দিকে	2955
সেই	2943
করেছে	2936
দিন	2910
তোর	2910
মানে	2904
ওটা	2902
শুরু	2862
তোমাদের	2858
দুঃখিত	2803
আসলে	2799
করছে	2779
কিন্ত	2777
বন্ধ	2712
বলছি	2705
বিশ্বাস	2695
করেছি	2656
নিজের	2638
বড়	2637
এমন	2614
বেশি	2560
কারণ	2550
বছর	2544
করবো	2525
অবশ্যই	2521
কোনো	2472
উপর	2457
এসব	2442
হেই	2423
যাচ্ছে	2414
দেখো	2408
হল	2399
মতো	2385
টাকা	2384
চেষ্টা	2380
এটাই	2365
তারপর	2359
আসো	2358
ছিলো	2358
কিছুই	2355
যাচ্ছি	2352
আছি	2324
জানো	2292
আজ	2287
ধরে	2274
বলো	2271
বুঝতে	2266
খারাপ	2256
কখনো	2226
মারা	2213
নি	2210
কেমন	2190
চাও	2177
পছন্দ	2154
দেখে	2127
হয়	2124
সেখানে	2103
নাও	2102
প্লিজ	2086
এখনো	2071
পর	2066
ভাই	2058
থাকে	2057
সমস্যা	2054
নতুন	2016
সুন্দর	2016
পর্যন্ত	2006
ভুল	2004
তখন	1998
আরে	1970
পরে	1965
হলো	1957
ওখানে	1944
ভয়	1927
যাই	1924
করব	1923
ওরা	1917
থাকতে	1916
অন্য	1881
ওই	1881
লোক	1858
ব্যাপারে	1851
নিতে	1844
আরো	1839
ছেড়ে	1837
লাগবে	1823
খুঁজে	1815
থাকবে	1806
হাত	1800
বল	1774
জীবন	1770
করুন	1748
ছেলে	1748
বন্ধু	1743
এসো	1741
এত	1739
ফোন	1737
যেন	1731
সত্যি	1713
চিন্তা	1694
এটি	1690
পারবো	1681
জিনিস	1677
সামনে	1672
যেটা	1646
সম্পর্কে	1621
খুবই	1596
অপেক্ষা	1594
এসেছে	1576
ছিলাম	1574
ব্যাপার	1572
বা	1553
উচিত	1550
করবেন	1549
পারো	1549
হ্যালো	1544
নিচে	1540
হলে	1540
থাকো	1524
সবকিছু	1522
এখান	1520
মেয়ে	1520
প্রথম	1517
আসবে	1502
দুই	1495
নিশ্চিত	1494
হও	1492
এসে	1478
জলদি	1477
কত	1467
জানতে	1466
ওদের	1449
দেখ	1441
আসছে	1433
লাগছে	1429
করছ	1428
মেরে	1426
সবচেয়ে	1425
এরকম	1424
নাই	1424
হয়তো	1421
হাতে	1418
ছাড়া	1404
বেশ	1402
জন	1397
তৈরি	1384
বাইরে	1368
এটার	1353
গুলি	1349
একদম	1340
পারেন	1339
আসতে	1338
এসেছি	1336
চল	1334
সত্যিই	1327
পড়ে	1326
যাক	1325
দিয়েছে	1325
পুরো	1324
বলা	1300
ছোট	1298
আমিও	1294
আশা	1285
চায়	1279
এগুলো	1268
পেয়েছি	1266
মি	1255
মজা	1254
যান	1253
তোকে	1250
গিয়ে	1247
এবার	1242
সবসময়	1241
মিনিট	1225
হোক	1224
বলেছে	1216
যাবো	1214
যেখানে	1213
জানে	1211
ই	1211
বসে	1200
উপরে	1193
দয়া	1191
ফেলে	1191
মাথা	1189
মানুষের	1184
বাড়ি	1177
জায়গা	1176
পারব	1176
কাউকে	1175
পুলিশ	1171
টা	1165
দেখি	1164
তাড়াতাড়ি	1162
যারা	1161
শুনতে	1160
আসে	1160
নিজেকে	1158
