ও	22188
করে	10970
এই	9574
থেকে	9537
করা	9492
না	9488
এ	8729
এবং	8139
হয়	7483
একটি	7113
বলেন	7089
তিনি	6873
হয়েছে	6817
হবে	6060
সঙ্গে	5912
জন্য	5816
তাঁর	5451
এক	5110
নিয়ে	5053
করতে	4733
করেন	4570
পর	4345
কোনো	4304
এর	4180
বা	4098
ছিল	4073
মধ্যে	3996
তবে	3709
সময়	3498
আর	3421
নতুন	3304
আরও	3257
যে	3220
কিন্তু	3180
হয়ে	3113
প্রথম	3108
সেই	3074
হাজার	3073
টাকা	3017
দুই	2887
হিসেবে	2875
বেশি	2859
কথা	2839
পারে	2807
যায়	2801
বলে	2730
বড়	2693
করার	2602
তা	2545
দেওয়া	2502
এখন	2463
নয়	2460
হচ্ছে	2450
দিয়ে	2439
শুরু	2427
আজ	2341
আগে	2328
করেছেন	2316
বিভিন্ন	2312
করেছে	2309
শেষ	2299
আমরা	2291
দেখা	2267
বছর	2192
দেশের	2182
অনেক	2180
আছে	2156
তৈরি	2139
আমাদের	2135
ওপর	2134
তাঁদের	2132
কাজ	2105
বাংলাদেশ	2074
আমি	2061
সব	2041
১	2041
গত	2015
এমন	2015
গেছে	2008
কিছু	1993
পরে	1910
পর্যন্ত	1901
হতে	1883
প্রায়	1879
মনে	1868
হলো	1854
মতো	1848
আমার	1845
ওই	1797
তার	1782
এটি	1741
রয়েছে	1733
তাঁকে	1733
তাদের	1732
পুলিশ	1716
শুধু	1713
কাছে	1711
ছিলেন	1701
লাখ	1681
কোটি	1678
একই	1674
যা	1656
মাধ্যমে	1635
দিকে	1626
দিন	1625
নেই	1622
ধরে	1600
বাংলাদেশের	1588
তাঁরা	1582
কারণে	1579
জানান	1566
তথ্য	1566
দেন	1529
অংশ	1524
সরকার	1514
মানুষের	1507
স্থানীয়	1506
তারা	1489
বলা	1488
সে	1468
দাবি	1461
২	1460
সালের	1452
বিষয়ে	1442
একজন	1438
হলে	1435
রহমান	1415
জুন	1354
শতাংশ	1348
কি	1345
নাম	1345
কারণ	1339
নেওয়া	1337
কী	1321
ধরনের	1319
প্রধান	1309
ফলে	1305
ইরানের	1302
তখন	1300
নিশ্চিত	1296
ইসলাম	1293
মানুষ	1292
দলের	1289
দিতে	1287
এসব	1282
সবচেয়ে	1270
অভিযোগ	1269
ঢাকা	1263
সদস্য	1263
মো	1250
সালে	1246
জাতীয়	1242
আবার	1241
থাকা	1231
সুযোগ	1228
বিরুদ্ধে	1223
নিজের	1215
তিন	1215
হওয়ার	1206
ছাড়া	1199
বিশেষ	1198
প্রধানমন্ত্রী	1196
৫	1184
১০	1183
ক্ষেত্রে	1181
সেখানে	1180
গুরুত্বপূর্ণ	1173
৩	1169
প্রতি	1169
কর্মকর্তা	1167
রাজনৈতিক	1166
একটা	1148
গতকাল	1142
থাকে	1134
সামাজিক	1133
সরকারি	1124
বছরের	1122
পাওয়া	1120
এতে	1120
তাই	1114
দল	1112
পাশাপাশি	1110
করছে	1108
সংসদ	1100
চেষ্টা	1080
দেশে	1072
হয়েছিল	1070
এলাকায়	1069
সরকারের	1063
এখনো	1060
জন	1054
যদি	1051
অনুযায়ী	1033
যাবে	1027
সামনে	1026
ব্যবহার	1013
তুলে	1011
প্রশ্ন	1007
ঘটনা	1001
যুক্তরাষ্ট্র	998
ইরান	996
কেউ	989
৪	977
দুটি	975
অন্য	974
প্রকাশ	973
ভালো	972
সাধারণ	968
যুক্তরাষ্ট্রের	963
গোল	960
আন্তর্জাতিক	956
আলোচনা	949
হয়নি	934
করবে	932
যখন	927
বিষয়টি	919
ব্যবস্থা	918
গিয়ে	910
হয়	906
জেলা	906
পড়ে	904
দ্রুত	897
উপজেলার	894
দেওয়ার	889
শিক্ষা	888
বরং	882
হওয়া	882
ম্যাচে	882
ট্রাম্প	875
বিশ্বকাপে	870
জুলাই	869
আলোকে	867
নিতে	865
কেন	862
গ্রেপ্তার	861
যেন	855
২০২৬	854
বিভাগের	854
দেয়	849
করছেন	846
বন্ধ	843
সময়ে	840
মার্কিন	838
হন	833
২০	833
এরপর	824
রাখা	823
উদ্ধার	823
যাচ্ছে	820
হোসেন	814
অর্থ	812
নেতা	804
তো	798
নিহত	798
বলেছেন	796
ফুটবল	795
খুব	792
যান	788
উল্লেখ	785
প্রেসিডেন্ট	774
মূল	773
জানা	768
দিয়েছে	767
শেষে	764
যেতে	764
উত্তর	756
বিপক্ষে	753
সাবেক	752
কম	751
অব	750
থেকেই	749
হলেও	748
প্রাথমিক	745
সিদ্ধান্ত	740
অধ্যাপক	738
দিয়েছেন	736
এটা	735
গড়ে	735
চার	733
নিজেদের	732
মা	732
হয়েছে	731
কয়েক	731
উপজেলা	730
ঘোষণা	730
দাম	729
হামলা	726
এবার	723
আবেদন	720
ম্যাচ	719
৭	718
মামলা	716
পরিবারের	714
সম্ভব	711
আসে	705
ঘটনায়	705
কিংবা	704
দিনের	695
ঘটনার	695
উন্নয়ন	694
পারেন	691
খবর	690
থাকবে	687
চেয়ে	684
৬	683
দ্বিতীয়	682
নানা	679
অর্থনৈতিক	678
ছবি	674
অতিরিক্ত	674
পানি	673
মোট	672
বর্তমানে	672
পরিবর্তন	672
নারী	672
ব্যাংক	669
বেশ	665
সংবাদ	664
জানতে	663
প্রয়োজন	663
কার্যক্রম	657
অন্যতম	656
হাসপাতালে	655
দক্ষিণ	655
আল	652
পরীক্ষা	652
পুরো	652
এখানে	651
এসেছে	649
রাত	649
মাত্র	647
চলে	646
অবস্থান	644
এলাকার	642
বিশ্বকাপ	641
নেওয়ার	641
১৫	639
৩০	638
বিশ্বকাপের	637
কার্যকর	634
বিস্তারিত	634
ভিডিও	634
চীনের	634
যুক্ত	628
পুলিশের	628
তারেক	628
অন্যদিকে	627
৯	627
কে	627
বাবা	622
বিশ্ববিদ্যালয়ের	621
দেশ	621
ঠিক	621
দায়িত্ব	621
যেখানে	616
সম্পর্ক	615
আগামী	614
জানিয়েছে	613
ছোট	612
পরিকল্পনা	608
